question_id,role_id,skill_id,question,difficulty,question_type,expected_answer,keywords,company_level
Q01061,ROLE033,SK237,Explain the fundamentals of skill SK237 for ROLE033.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK237.","SK237, fundamentals, implementation, best practices",Mid-size
Q01062,ROLE033,SK238,Explain the fundamentals of skill SK238 for ROLE033.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK238.","SK238, fundamentals, implementation, best practices",MNC
Q01063,ROLE033,SK239,Explain the fundamentals of skill SK239 for ROLE033.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK239.","SK239, fundamentals, implementation, best practices",FAANG
Q01064,ROLE033,SK240,Explain the fundamentals of skill SK240 for ROLE033.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK240.","SK240, fundamentals, implementation, best practices",Startup
Q01065,ROLE033,SK241,Explain the fundamentals of skill SK241 for ROLE033.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK241.","SK241, fundamentals, implementation, best practices",Mid-size
Q01066,ROLE033,SK242,Explain the fundamentals of skill SK242 for ROLE033.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK242.","SK242, fundamentals, implementation, best practices",MNC
Q01067,ROLE033,SK243,Explain the fundamentals of skill SK243 for ROLE033.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK243.","SK243, fundamentals, implementation, best practices",FAANG
Q01068,ROLE033,SK244,Explain the fundamentals of skill SK244 for ROLE033.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK244.","SK244, fundamentals, implementation, best practices",Startup
Q01069,ROLE033,SK245,Explain the fundamentals of skill SK245 for ROLE033.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK245.","SK245, fundamentals, implementation, best practices",Mid-size
Q01070,ROLE033,SK246,Explain the fundamentals of skill SK246 for ROLE033.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK246.","SK246, fundamentals, implementation, best practices",MNC
Q01071,ROLE033,SK247,Explain the fundamentals of skill SK247 for ROLE033.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK247.","SK247, fundamentals, implementation, best practices",FAANG
Q01072,ROLE033,SK248,Explain the fundamentals of skill SK248 for ROLE033.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK248.","SK248, fundamentals, implementation, best practices",Startup
Q01073,ROLE033,SK249,Explain the fundamentals of skill SK249 for ROLE033.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK249.","SK249, fundamentals, implementation, best practices",Mid-size
Q01074,ROLE033,SK250,Explain the fundamentals of skill SK250 for ROLE033.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK250.","SK250, fundamentals, implementation, best practices",MNC
Q01075,ROLE033,SK251,Explain the fundamentals of skill SK251 for ROLE033.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK251.","SK251, fundamentals, implementation, best practices",FAANG
Q01076,ROLE033,SK252,Explain the fundamentals of skill SK252 for ROLE033.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK252.","SK252, fundamentals, implementation, best practices",Startup
Q01077,ROLE033,SK253,Explain the fundamentals of skill SK253 for ROLE033.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK253.","SK253, fundamentals, implementation, best practices",Mid-size
Q01078,ROLE033,SK254,Explain the fundamentals of skill SK254 for ROLE033.,Intermediate,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK254.","SK254, fundamentals, implementation, best practices",MNC
Q01079,ROLE033,SK255,Explain the fundamentals of skill SK255 for ROLE033.,Advanced,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK255.","SK255, fundamentals, implementation, best practices",FAANG
Q01080,ROLE033,SK256,Explain the fundamentals of skill SK256 for ROLE033.,Beginner,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK256.","SK256, fundamentals, implementation, best practices",Startup
Q01081,ROLE033,SK257,Explain the fundamentals of skill SK257 for ROLE033.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK257.","SK257, fundamentals, implementation, best practices",Mid-size
Q01082,ROLE033,SK258,Explain the fundamentals of skill SK258 for ROLE033.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK258.","SK258, fundamentals, implementation, best practices",MNC
Q01083,ROLE033,SK259,Explain the fundamentals of skill SK259 for ROLE033.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK259.","SK259, fundamentals, implementation, best practices",FAANG
Q01084,ROLE033,SK260,Explain the fundamentals of skill SK260 for ROLE033.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK260.","SK260, fundamentals, implementation, best practices",Startup
Q01085,ROLE033,SK261,Explain the fundamentals of skill SK261 for ROLE033.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK261.","SK261, fundamentals, implementation, best practices",Mid-size
Q01086,ROLE033,SK262,Explain the fundamentals of skill SK262 for ROLE033.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK262.","SK262, fundamentals, implementation, best practices",MNC
Q01087,ROLE033,SK263,Explain the fundamentals of skill SK263 for ROLE033.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK263.","SK263, fundamentals, implementation, best practices",FAANG
Q01088,ROLE033,SK264,Explain the fundamentals of skill SK264 for ROLE033.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK264.","SK264, fundamentals, implementation, best practices",Startup
Q01089,ROLE033,SK265,Explain the fundamentals of skill SK265 for ROLE033.,Beginner,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK265.","SK265, fundamentals, implementation, best practices",Mid-size
Q01090,ROLE034,SK240,Explain the fundamentals of skill SK240 for ROLE034.,Intermediate,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK240.","SK240, fundamentals, implementation, best practices",Mid-size
Q01091,ROLE034,SK241,Explain the fundamentals of skill SK241 for ROLE034.,Advanced,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK241.","SK241, fundamentals, implementation, best practices",MNC
Q01092,ROLE034,SK242,Explain the fundamentals of skill SK242 for ROLE034.,Beginner,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK242.","SK242, fundamentals, implementation, best practices",FAANG
Q01093,ROLE034,SK243,Explain the fundamentals of skill SK243 for ROLE034.,Intermediate,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK243.","SK243, fundamentals, implementation, best practices",Startup
Q01094,ROLE034,SK244,Explain the fundamentals of skill SK244 for ROLE034.,Advanced,Coding,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK244.","SK244, fundamentals, implementation, best practices",Mid-size
Q01095,ROLE034,SK245,Explain the fundamentals of skill SK245 for ROLE034.,Beginner,HR,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK245.","SK245, fundamentals, implementation, best practices",MNC
Q01096,ROLE034,SK246,Explain the fundamentals of skill SK246 for ROLE034.,Intermediate,Scenario,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK246.","SK246, fundamentals, implementation, best practices",FAANG
Q01097,ROLE034,SK247,Explain the fundamentals of skill SK247 for ROLE034.,Advanced,Technical,"Candidate should explain concepts, practical applications, advantages, limitations, and industry use cases of SK247.","SK247, fundamentals, implementation, best practices",Startup
